Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Monaco,MCO,..,6.89634861,9.16927957,8.98183949,9.05982189,9.22584971,8.28536364,8.0937451,6.69802039,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Mongolia,MNG,..,12.25229096,6.52519549,4.72375797,5.15029549,4.90592035,4.88762287,6.00054493,5.32754245,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,12.06404722,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Morocco,MAR,..,3.98126303,7.53159693,6.96032413,6.93882803,7.64631684,7.65178741,7.74978996,9.06864386,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Mozambique,MOZ,..,14.47425914,1.43068853,0.6113302,4.6642109,2.98762028,4.41884875,1.1828365,8.34951296,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Myanmar,MMR,..,1.24686953,1.2208674,1.58486268,2.20512148,2.67844087,4.36822031,4.92182335,4.79140277,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Namibia,NAM,..,20.48963621,15.43018015,13.67304627,14.16087507,13.99308363,12.93001851,12.35236176,13.80497919,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Nauru,NRU,..,9.69047619,7.32376018,6.23092833,5.96501104,6.51904569,6.59437708,5.01134634,5.03870415,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Nepal,NPL,..,4.24132044,4.80281105,4.87174459,4.69186131,4.88382788,5.2682367,5.14595253,5.31455941,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Netherlands,NLD,..,11.21157227,17.83313571,18.40670176,18.97681141,19.09387921,18.9658414,18.76718531,19.30943492,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,New Zealand,NZL,..,17.12730216,20.11557811,20.09201078,21.78173685,22.02147835,22.20684829,22.11085355,22.48333276,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Nicaragua,NIC,..,9.97542963,13.28755306,15.84247464,16.43349325,16.31234954,17.95927957,17.85759226,20.03875437,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Niger,NER,..,8.30679753,7.926888,9.32200992,6.74654247,6.63750812,5.40269411,4.58601399,5.68580931,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Nigeria,NGA,..,2.14503462,2.69407583,2.76220974,3.87186737,3.65635186,3.52494439,5.32340568,5.00933623,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,North Macedonia,MKD,..,14.71378426,12.51556268,12.73415838,12.42953141,13.9266548,12.67218454,12.78566194,13.05388898,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Norway,NOR,..,14.980728,16.76480378,16.93865289,17.32198418,17.24359278,17.37430594,17.7143781,17.58829559,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Oman,OMN,..,7.03079257,6.69591197,5.3040244,4.77378114,5.42898707,6.68539324,7.5657349,7.5657349,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Pakistan,PAK,..,5.87510544,2.81115771,3.16060865,3.13193138,3.22013645,3.47550143,3.74291304,3.85598312,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Palau,PLW,..,8.19429762,8.53597386,9.48526588,10.97074516,13.72186333,13.34337449,13.319317,18.70770957,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Panama,PAN,..,20.2775,13.06216246,11.37386981,10.97473076,11.4375879,11.88514502,11.58769739,21.43608219,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Papua New Guinea,PNG,..,8.31666715,7.06931209,7.60423171,8.12862753,7.18770184,8.17799864,8.22442911,7.20746133,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Paraguay,PRY,..,6.88801509,9.00816562,9.70259291,8.8249196,9.9359492,11.17134464,10.85491426,16.17967524,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Peru,PER,..,11.15854751,11.66748852,12.21986073,12.5419984,12.8431118,13.74325379,14.5215385,15.71415259,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Philippines,PHL,..,6.51838602,7.18279032,6.19368983,6.07914561,6.27389172,6.2945655,7.25135822,7.10175822,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Poland,POL,..,8.59048765,9.99842781,10.09037908,10.10314125,10.57776408,10.43696841,10.66497867,11.04259441,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Portugal,PRT,..,13.83904767,13.22095175,12.89991738,12.63127733,12.18052199,11.51728556,12.31588494,13.39970709,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Qatar,QAT,..,3.94152757,4.14933295,4.12843773,4.46510259,6.17671346,6.29298344,6.29298344,6.29298344,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Romania,ROU,..,8.6573964,11.52593172,8.9135317,9.71598684,11.55396263,11.36168252,10.77518351,11.32149336,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Russian Federation,RUS,..,9.72129598,8.59383302,9.03166823,9.24172195,9.14695474,9.16428947,8.81614972,8.23394008,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Rwanda,RWA,..,3.54361163,8.55642439,8.90067976,8.36301841,8.30411802,7.98190625,7.91494557,8.88277189,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Samoa,WSM,..,11.796875,10.38235294,10.24056604,10.11918605,10.62228654,10.12113721,11.52781291,12.47600575,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,San Marino,SMR,..,11.67452099,13.11066861,14.24578693,14.70354329,13.69285136,13.45508498,13.27056537,12.24128259,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Sao Tome and Principe,STP,..,31.66692507,4.09181171,4.30630947,4.56621931,8.43872517,7.74525808,4.90140962,7.44721581,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Saudi Arabia,SAU,..,9.15866497,6.84370058,7.57989597,8.25906729,8.74786626,9.27807484,10.06429693,10.06429693,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Senegal,SEN,..,8.91007953,5.36696719,5.51901951,5.26967798,5.29993213,6.03288966,5.80576397,6.14668495,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Serbia,SRB,..,13.56817044,14.11921981,13.93615653,13.35700465,13.72746097,12.48436061,12.34130723,12.34130723,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Seychelles,SYC,..,6.83102209,9.01571919,8.31726721,10.43346146,8.49008592,9.73483146,10.03336704,10.03334357,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Sierra Leone,SLE,..,12.69943253,6.29194318,4.13421938,4.68231769,5.15012906,7.57988429,7.91080875,7.91080875,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Singapore,SGP,..,6.67617878,8.91147079,9.50141552,10.60983711,11.78401591,12.34793462,12.36375209,13.56240031,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Slovak Republic,SVK,..,9.02747803,13.2513101,13.32092899,13.46000377,13.38387563,13.08172365,11.97252105,13.70529771,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Slovenia,SVN,..,12.04345098,12.62138453,12.39188728,12.78960919,10.38566506,12.03268741,12.70469853,13.52071653,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Solomon Islands,SLB,..,23.10744526,7.54888674,8.28794118,6.69285153,6.77110306,7.38149556,7.26942299,8.03896402,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,South Africa,ZAF,..,10.85657608,12.44533723,13.21759809,13.58636031,13.32908644,13.37265106,13.33913574,13.32198401,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Spain,ESP,..,12.41772871,14.78669024,14.63670525,13.6183609,14.06927156,14.16607975,14.85210221,15.14241038,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Sri Lanka,LKA,..,10.13795007,7.83482232,7.96512952,8.06339061,10.10018045,9.02747411,8.39525099,8.5591882,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,St. Kitts and Nevis,KNA,..,5.80614196,5.87090516,6.31164568,7.06140939,6.4539476,6.69781974,6.56786968,8.14725703,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,St. Lucia,LCA,..,8.08553128,6.98113116,6.73028861,7.28393738,8.15996093,8.15405893,8.55857376,8.46477248,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,St. Vincent and the Grenadines,VCT,..,11.68052859,8.20729468,8.15968273,10.4824949,9.07220346,8.32666494,9.15348883,9.55590046,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Sudan,SDN,..,11.7747928,9.53720016,8.08708238,11.33788373,8.36357752,11.54176175,18.08940523,10.72580539,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Suriname,SUR,..,11.64874573,8.56137515,7.10864353,6.56859005,6.77078156,6.60035101,12.73577992,16.57981085,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Sweden,SWE,..,11.73542137,13.67565809,17.821688,17.80163337,17.79857777,18.16654321,18.48412785,18.470475,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Switzerland,CHE,..,16.21891093,20.03605434,20.39497279,21.14833687,21.19268602,21.51889464,22.14091,22.3993146,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Syrian Arab Republic,SYR,..,5.64728534,5.12483179,3.73646991,4.4707773,..,..,0,..,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Tajikistan,TJK,..,4.62427746,4.51581342,4.82985203,6.54329734,6.35056116,6.97991291,6.06756645,5.04413806,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Tanzania,TZA,..,6.05200041,7.26444082,6.81780136,6.02859066,6.28994266,6.93784669,7.33062911,9.52143349,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Thailand,THA,..,13.30815016,14.8433816,14.49093233,14.78678918,14.14967378,14.78977264,15.27999473,15.25955934,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Timor-Leste,TLS,..,..,2.71049972,2.67680979,3.20640513,4.62444113,3.66605279,4.50834403,3.2168469,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Togo,TGO,..,2.44484151,7.44585984,5.66925288,6.10906748,5.02082338,5.07090572,4.15118041,4.25499634,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Tonga,TON,..,11.41306507,9.03274121,8.67934558,8.06006568,8.35812308,8.08209084,6.84435612,8.04390456,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Trinidad and Tobago,TTO,..,6.78572946,8.04406097,8.00888087,7.65985494,7.89306953,7.4747959,8.30910376,9.65942297,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Tunisia,TUN,..,10.54292065,13.03182127,12.38613295,12.63853115,12.49519441,13.2842631,13.86226686,13.72302352,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Turkey,TUR,..,7.18594647,10.87509246,11.10431397,10.29337147,10.07948778,10.13582474,9.6731644,9.64756071,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Turkmenistan,TKM,..,13.33598094,8.71169123,8.70032657,8.70549226,8.70965755,8.71374316,8.71145428,8.71367336,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Tuvalu,TUV,..,11.93610625,14.78787879,16.7,16.72413793,16.03030303,12.86666667,10.31666667,9.01408451,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Uganda,UGA,..,9.29376023,7.60426772,7.84061369,8.01698682,7.72107715,5.6028535,5.1353191,5.1353191,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Ukraine,UKR,..,7.08121453,7.50049874,7.49165848,7.63789272,7.80056279,6.46905025,6.63550557,7.03034017,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,United Arab Emirates,ARE,..,7.56610482,8.52679053,8.52676681,8.52671411,8.52679815,7.77782221,7.89050111,7.89050111,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,United Kingdom,GBR,..,13.77872515,15.02668703,15.36748945,15.31475955,17.75742818,18.08710691,18.54844229,18.87728109,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,United States,USA,..,16.38340513,18.55342821,18.97533359,19.81572984,20.60283062,35.2853713,36.64254306,39.45648367,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Uruguay,URY,..,14.27500799,16.93370715,18.19792823,18.46331251,18.41421722,18.49693765,19.04892343,19.49285072,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Uzbekistan,UZB,..,6.10871271,8.03938037,8.4801951,9.26844034,9.23534945,9.26103602,8.97253697,9.2027721,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Vanuatu,VUT,..,9.70482838,6.84814714,9.39397461,9.40486965,9.8027157,1.95647606,4.86852983,5.38793653,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,"Venezuela, RB",VEN,..,6.4604872,6.21935192,6.1205547,4.6585804,4.37342697,4.27589004,4.05755308,1.85696117,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Vietnam,VNM,..,9.48225866,8.6349064,9.10720753,9.51505536,9.77689227,8.50548615,7.88233766,8.94712702,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,"Yemen, Rep.",YEM,..,7.48521666,3.84780159,3.65991818,3.42734081,3.1808235,2.82031075,2.22872187,0,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Zambia,ZMB,..,14.86108467,4.65719505,6.16510712,6.02921271,5.50822308,7.69865856,7.43749322,7.13174321,..,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Zimbabwe,ZWE,..,..,14.57772835,8.7857964,8.30155056,7.94563226,12.05385434,15.86762428,14.5086994,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 10/28/2019,,,,,,,,,,,,,,,
